schema_version,evidence_type,scheduler,workload,seed,job_id,home_cluster,dispatch_cluster,stolen,arrival_cycle,dispatch_cycle,release_cycle,dependency_wait_cycles,queue_wait_cycles,link_start_cycle,home_link_end_cycle,remote_copy_start_cycle,link_end_cycle,home_link_bundle,execution_link_bundle,base_link_bytes,remote_copy_bytes,memory_start_cycle,memory_end_cycle,compute_start_cycle,compute_end_cycle,preferred_channel,preferred_link_bundle
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,94,0,0,0,0,6990452,6308467,6308467,681985,6990452,7064182,7064182,7064182,0,0,1179680,0,7045748,7119476,7119476,7137908,0,0
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,101,1,1,0,0,7064180,6308467,6308467,755713,7064180,7137910,7137910,7137910,2,2,1179680,0,7119476,7193204,7193204,7211636,0,2
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,95,0,0,0,0,7137908,6308467,6308467,829441,7137908,7193206,7193206,7193206,0,0,884768,0,7193204,7248500,7248500,7262324,0,0
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,102,1,1,0,0,7211636,6308467,6308467,903169,7211636,7266934,7266934,7266934,2,2,884768,0,7248500,7303796,7303796,7317620,0,2
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,103,2,2,0,0,7317621,7317620,7317620,1,7317621,7759991,7759991,7759991,0,0,7077920,0,7317621,7759989,7759991,7870583,3,0
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,104,2,2,0,0,7870583,7317620,7317620,552963,7870583,7925881,7925881,7925881,0,0,884768,0,7870583,7925879,7925881,7939705,3,0
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,105,0,0,0,0,7939706,7939705,7939705,1,7939706,8013436,8013436,8013436,3,3,1179680,0,7939706,8013434,8013436,8031868,2,3
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,106,1,1,0,0,7939706,7939705,7939705,1,7939706,7958140,7958140,7958140,1,1,294944,0,7939706,7958138,7958140,7962748,0,1
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,107,2,2,0,0,7939706,7939705,7939705,1,8013436,8031870,8031870,8031870,3,3,294944,0,8013434,8031866,8031870,8036478,2,3
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,108,3,3,0,0,8036479,8036478,8036478,1,8036479,8102017,8102017,8102017,1,1,1048608,0,8036479,8102015,8102017,8118401,0,1
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,109,3,3,0,0,8118401,8036478,8036478,81923,8118401,8126595,8126595,8126595,1,1,131104,0,8118401,8126593,8126595,8128643,0,1
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,110,0,0,0,0,8128644,8128643,8128643,1,8128644,8202374,8202374,8202374,3,3,1179680,0,8128644,8202372,8202374,8220806,2,3
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,117,1,1,0,0,8128644,8128643,8128643,1,8128644,8202374,8202374,8202374,1,1,1179680,0,8128644,8202372,8202374,8220806,1,1
varp.k26.scheduler-event.v2,analytical-model,S1,gemma3_1b_dependency_aware_tiles,0,111,0,0,0,0,8220806,8128643,8128643,92163,8220806,8294536,8294536,8294536,3,3,1179680,0,8220806,8294534,8294536,8312968,2,3
