schema_version,evidence_type,scheduler,workload,seed,job_id,home_cluster,dispatch_cluster,stolen,arrival_cycle,dispatch_cycle,release_cycle,dependency_wait_cycles,queue_wait_cycles,link_start_cycle,home_link_end_cycle,remote_copy_start_cycle,link_end_cycle,home_link_bundle,execution_link_bundle,base_link_bytes,remote_copy_bytes,memory_start_cycle,memory_end_cycle,compute_start_cycle,compute_end_cycle,preferred_channel,preferred_link_bundle
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,11,0,3,1,0,289389,197226,197226,92163,363119,418417,418417,473978,0,3,884768,888976,363117,418413,473978,487802,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,7,0,0,0,0,381551,197226,197226,184325,418417,492147,492147,492147,0,0,1179680,0,418413,492141,492147,510579,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,14,1,1,0,0,381551,197226,197226,184325,473978,547708,547708,547708,2,2,1179680,0,418413,492141,547708,566140,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,15,1,2,1,0,487802,197226,197226,290576,547708,621438,621438,695495,2,2,1179680,1184912,492141,565869,695495,713927,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,8,0,3,1,0,487802,197226,197226,290576,492147,565877,565877,639934,0,3,1179680,1184912,492141,565869,639934,658366,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,9,0,0,0,0,510579,197226,197226,313353,565877,639607,639607,639607,0,0,1179680,0,565869,639597,639607,658039,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,16,1,1,0,0,566140,197226,197226,368914,695495,769225,769225,769225,2,2,1179680,0,566140,639868,769225,787657,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,10,0,0,0,0,658039,197226,197226,460813,658039,731769,731769,731769,0,0,1179680,0,658039,731767,731769,750201,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,17,1,3,1,0,658366,197226,197226,461140,769225,842955,842955,917012,2,3,1179680,1184912,658366,732094,917012,935444,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,19,2,2,0,0,935445,935444,935444,1,935445,1377815,1377815,1377815,0,0,7077920,0,935445,1377813,1377815,1488407,2,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,20,2,0,1,0,1488407,935444,935444,552963,1488407,1543705,1543705,1599466,0,0,884768,892176,1488407,1543703,1599466,1613290,2,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,21,0,0,0,0,1613291,1613290,1613290,1,1613291,1687021,1687021,1687021,3,3,1179680,0,1613291,1687019,1687021,1705453,1,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,22,1,1,0,0,1613291,1613290,1613290,1,1613291,1631725,1631725,1631725,1,1,294944,0,1613291,1631723,1631725,1636333,2,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,23,2,2,0,0,1613291,1613290,1613290,1,1687021,1705455,1705455,1705455,3,3,294944,0,1687019,1705451,1705455,1710063,1,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,24,3,3,0,0,1710064,1710063,1710063,1,1710064,1775602,1775602,1775602,1,1,1048608,0,1710064,1775600,1775602,1791986,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,25,3,0,1,0,1791986,1710063,1710063,81923,1791986,1800180,1800180,1808469,1,0,131104,132624,1791986,1800178,1808469,1810517,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,26,0,0,0,0,1810518,1810517,1810517,1,1810518,1884248,1884248,1884248,3,3,1179680,0,1810518,1884246,1884248,1902680,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,33,1,1,0,0,1810518,1810517,1810517,1,1810518,1884248,1884248,1884248,1,1,1179680,0,1884246,1957974,1957974,1976406,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,27,0,0,0,0,1902680,1810517,1810517,92163,1902680,1976410,1976410,1976410,3,3,1179680,0,1957974,2031702,2031702,2050134,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,32,0,2,1,0,1902680,1810517,1810517,92163,1976410,2031708,2031708,2087269,3,2,884768,888976,2031702,2086998,2087269,2101093,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,39,1,3,1,0,1902680,1810517,1810517,92163,1902680,1957978,2031708,2087269,1,3,884768,888976,2086998,2142294,2142294,2156118,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,34,1,1,0,0,1976406,1810517,1810517,165889,1976406,2050136,2050136,2050136,1,1,1179680,0,2142294,2216022,2216022,2234454,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,28,0,0,0,0,2050134,1810517,1810517,239617,2087269,2160999,2160999,2160999,3,3,1179680,0,2216022,2289750,2289750,2308182,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,29,0,2,1,0,2101093,1810517,1810517,290576,2160999,2234729,2234729,2308786,3,2,1179680,1184912,2289750,2363478,2363478,2381910,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,30,0,3,1,0,2156118,1810517,1810517,345601,2234729,2308459,2308459,2382516,3,3,1179680,1184912,2363478,2437206,2437206,2455638,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,35,1,1,0,0,2234454,1810517,1810517,423937,2234454,2308184,2308184,2308184,1,1,1179680,0,2437206,2510934,2510934,2529366,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,31,0,0,0,0,2308182,1810517,1810517,497665,2382516,2456246,2456246,2456246,3,3,1179680,0,2510934,2584662,2584662,2603094,0,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,36,1,2,1,0,2381910,1810517,1810517,571393,2381910,2455640,2455640,2529697,1,2,1179680,1184912,2584662,2658390,2658390,2676822,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,37,1,3,1,0,2455638,1810517,1810517,645121,2455640,2529370,2529370,2603427,1,3,1179680,1184912,2658390,2732118,2732118,2750550,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,38,1,1,0,0,2529366,1810517,1810517,718849,2529370,2603100,2603100,2603100,1,1,1179680,0,2732118,2805846,2805846,2824278,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,40,2,2,0,0,2824279,2824278,2824278,1,2824279,3266649,3266649,3266649,3,3,7077920,0,2824279,3266647,3266649,3377241,3,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,41,2,0,1,0,3377241,2824278,2824278,552963,3377241,3432539,3432539,3488300,3,0,884768,892176,3377241,3432537,3488300,3502124,3,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,42,0,0,0,0,3502125,3502124,3502124,1,3502125,3575855,3575855,3575855,2,2,1179680,0,3502125,3575853,3575855,3594287,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,43,1,1,0,0,3502125,3502124,3502124,1,3502125,3520559,3520559,3520559,0,0,294944,0,3502125,3520557,3520559,3525167,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,44,2,2,0,0,3502125,3502124,3502124,1,3575855,3594289,3594289,3594289,2,2,294944,0,3575853,3594285,3594289,3598897,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,45,3,3,0,0,3598898,3598897,3598897,1,3598898,3664436,3664436,3664436,0,0,1048608,0,3598898,3664434,3664436,3680820,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,46,3,0,1,0,3680820,3598897,3598897,81923,3680820,3689014,3689014,3697303,0,0,131104,132624,3680820,3689012,3697303,3699351,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,47,0,0,0,0,3699352,3699351,3699351,1,3699352,3773082,3773082,3773082,2,2,1179680,0,3699352,3773080,3773082,3791514,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,54,1,1,0,0,3699352,3699351,3699351,1,3699352,3773082,3773082,3773082,0,0,1179680,0,3699352,3773080,3773082,3791514,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,48,0,0,0,0,3791514,3699351,3699351,92163,3791514,3865244,3865244,3865244,2,2,1179680,0,3791514,3865242,3865244,3883676,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,55,1,1,0,0,3791514,3699351,3699351,92163,3791514,3865244,3865244,3865244,0,0,1179680,0,3791514,3865242,3865244,3883676,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,53,0,2,1,0,3791514,3699351,3699351,92163,3865244,3920542,3920542,3976103,2,2,884768,888976,3865242,3920538,3976103,3989927,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,60,1,3,1,0,3791514,3699351,3699351,92163,3865244,3920542,3920542,3976103,0,3,884768,888976,3865242,3920538,3976103,3989927,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,49,0,0,0,0,3883676,3699351,3699351,184325,3976103,4049833,4049833,4049833,2,2,1179680,0,3920538,3994266,4049833,4068265,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,56,1,1,0,0,3883676,3699351,3699351,184325,3920542,3994272,3994272,3994272,0,0,1179680,0,3920538,3994266,3994272,4012704,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,50,0,2,1,0,3989927,3699351,3699351,290576,4049833,4123563,4123563,4197620,2,2,1179680,1184912,3994266,4067994,4197620,4216052,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,51,0,3,1,0,3989927,3699351,3699351,290576,4197620,4271350,4271350,4345407,2,3,1179680,1184912,4067994,4141722,4345407,4363839,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,57,1,1,0,0,4012704,3699351,3699351,313353,4012704,4086434,4086434,4086434,0,0,1179680,0,4012704,4086432,4086434,4104866,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,52,0,0,0,0,4068265,3699351,3699351,368914,4271350,4345080,4345080,4345080,2,2,1179680,0,4141722,4215450,4345080,4363512,2,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,58,1,1,0,0,4104866,3699351,3699351,405515,4104866,4178596,4178596,4178596,0,0,1179680,0,4104866,4178594,4178596,4197028,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,59,1,1,0,0,4197028,3699351,3699351,497677,4197028,4270758,4270758,4270758,0,0,1179680,0,4197028,4270756,4270758,4289190,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,61,2,2,0,0,4363840,4363839,4363839,1,4363840,4806210,4806210,4806210,2,2,7077920,0,4363840,4806208,4806210,4916802,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,62,2,0,1,0,4916802,4363839,4363839,552963,4916802,4972100,4972100,5027861,2,0,884768,892176,4916802,4972098,5027861,5041685,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,63,0,0,0,0,5041686,5041685,5041685,1,5041686,5115416,5115416,5115416,1,1,1179680,0,5041686,5115414,5115416,5133848,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,64,1,1,0,0,5041686,5041685,5041685,1,5041686,5060120,5060120,5060120,3,3,294944,0,5041686,5060118,5060120,5064728,1,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,65,2,2,0,0,5041686,5041685,5041685,1,5115416,5133850,5133850,5133850,1,1,294944,0,5041686,5060118,5133850,5138458,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,66,3,3,0,0,5138459,5138458,5138458,1,5138459,5203997,5203997,5203997,3,3,1048608,0,5138459,5203995,5203997,5220381,1,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,67,3,0,1,0,5220381,5138458,5138458,81923,5220381,5228575,5228575,5236864,3,0,131104,132624,5220381,5228573,5236864,5238912,1,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,68,0,0,0,0,5238913,5238912,5238912,1,5238913,5312643,5312643,5312643,1,1,1179680,0,5238913,5312641,5312643,5331075,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,75,1,1,0,0,5238913,5238912,5238912,1,5238913,5312643,5312643,5312643,3,3,1179680,0,5238913,5312641,5312643,5331075,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,69,0,0,0,0,5331075,5238912,5238912,92163,5331075,5404805,5404805,5404805,1,1,1179680,0,5331075,5404803,5404805,5423237,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,76,1,1,0,0,5331075,5238912,5238912,92163,5331075,5404805,5404805,5404805,3,3,1179680,0,5331075,5404803,5404805,5423237,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,74,0,2,1,0,5331075,5238912,5238912,92163,5404805,5460103,5460103,5515664,1,2,884768,888976,5404803,5460099,5515664,5529488,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,81,1,3,1,0,5331075,5238912,5238912,92163,5404805,5460103,5460103,5515664,3,3,884768,888976,5404803,5460099,5515664,5529488,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,70,0,0,0,0,5423237,5238912,5238912,184325,5460103,5533833,5533833,5533833,1,1,1179680,0,5460099,5533827,5533833,5552265,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,77,1,1,0,0,5423237,5238912,5238912,184325,5515664,5589394,5589394,5589394,3,3,1179680,0,5460099,5533827,5589394,5607826,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,71,0,2,1,0,5529488,5238912,5238912,290576,5533833,5607563,5607563,5681620,1,2,1179680,1184912,5533827,5607555,5681620,5700052,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,78,1,3,1,0,5529488,5238912,5238912,290576,5589394,5663124,5663124,5737181,3,3,1179680,1184912,5533827,5607555,5737181,5755613,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,72,0,0,0,0,5552265,5238912,5238912,313353,5607563,5681293,5681293,5681293,1,1,1179680,0,5607555,5681283,5681293,5699725,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,79,1,1,0,0,5607826,5238912,5238912,368914,5737181,5810911,5810911,5810911,3,3,1179680,0,5607826,5681554,5810911,5829343,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,73,0,0,0,0,5699725,5238912,5238912,460813,5699725,5773455,5773455,5773455,1,1,1179680,0,5699725,5773453,5773455,5791887,3,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,80,1,2,1,0,5700052,5238912,5238912,461140,5810911,5884641,5884641,5958698,3,2,1179680,1184912,5700052,5773780,5958698,5977130,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,82,2,2,0,0,5977131,5977130,5977130,1,5977131,6419501,6419501,6419501,1,1,7077920,0,5977131,6419499,6419501,6530093,2,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,83,2,0,1,0,6530093,5977130,5977130,552963,6530093,6585391,6585391,6641152,1,0,884768,892176,6530093,6585389,6641152,6654976,2,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,84,0,0,0,0,6654977,6654976,6654976,1,6654977,6728707,6728707,6728707,0,0,1179680,0,6654977,6728705,6728707,6747139,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,85,1,1,0,0,6654977,6654976,6654976,1,6654977,6673411,6673411,6673411,2,2,294944,0,6654977,6673409,6673411,6678019,3,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,86,2,2,0,0,6654977,6654976,6654976,1,6728707,6747141,6747141,6747141,0,0,294944,0,6728705,6747137,6747141,6751749,1,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,87,3,3,0,0,6751750,6751749,6751749,1,6751750,6817288,6817288,6817288,2,2,1048608,0,6751750,6817286,6817288,6833672,3,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,88,3,0,1,0,6833672,6751749,6751749,81923,6833672,6841866,6841866,6850155,2,0,131104,132624,6833672,6841864,6850155,6852203,3,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,89,0,0,0,0,6852204,6852203,6852203,1,6852204,6925934,6925934,6925934,0,0,1179680,0,6852204,6925932,6925934,6944366,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,96,1,1,0,0,6852204,6852203,6852203,1,6852204,6925934,6925934,6925934,2,2,1179680,0,6925932,6999660,6999660,7018092,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,90,0,0,0,0,6944366,6852203,6852203,92163,6944366,7018096,7018096,7018096,0,0,1179680,0,6999660,7073388,7073388,7091820,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,102,1,2,1,0,6944366,6852203,6852203,92163,6944366,6999664,6999664,7055225,2,2,884768,888976,7073388,7128684,7128684,7142508,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,95,0,3,1,0,6944366,6852203,6852203,92163,7018096,7073394,7073394,7128955,0,3,884768,888976,7128684,7183980,7183980,7197804,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,97,1,1,0,0,7018092,6852203,6852203,165889,7055225,7128955,7128955,7128955,2,2,1179680,0,7183980,7257708,7257708,7276140,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,91,0,0,0,0,7091820,6852203,6852203,239617,7091820,7165550,7165550,7165550,0,0,1179680,0,7257708,7331436,7331436,7349868,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,98,1,2,1,0,7142508,6852203,6852203,290305,7142508,7216238,7216238,7290295,2,2,1179680,1184912,7331436,7405164,7405164,7423596,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,92,0,3,1,0,7197804,6852203,6852203,345601,7197804,7271534,7271534,7345591,0,3,1179680,1184912,7405164,7478892,7478892,7497324,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,99,1,1,0,0,7276140,6852203,6852203,423937,7290295,7364025,7364025,7364025,2,2,1179680,0,7478892,7552620,7552620,7571052,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,93,0,0,0,0,7349868,6852203,6852203,497665,7349868,7423598,7423598,7423598,0,0,1179680,0,7552620,7626348,7626348,7644780,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,100,1,2,1,0,7423596,6852203,6852203,571393,7423596,7497326,7497326,7571383,2,2,1179680,1184912,7626348,7700076,7700076,7718508,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,94,0,3,1,0,7497324,6852203,6852203,645121,7497324,7571054,7571054,7645111,0,3,1179680,1184912,7700076,7773804,7773804,7792236,0,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,101,1,1,0,0,7571052,6852203,6852203,718849,7571383,7645113,7645113,7645113,2,2,1179680,0,7773804,7847532,7847532,7865964,0,2
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,103,2,2,0,0,7865965,7865964,7865964,1,7865965,8308335,8308335,8308335,0,0,7077920,0,7865965,8308333,8308335,8418927,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,104,2,0,1,0,8418927,7865964,7865964,552963,8418927,8474225,8474225,8529986,0,0,884768,892176,8418927,8474223,8529986,8543810,3,0
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,105,0,0,0,0,8543811,8543810,8543810,1,8543811,8617541,8617541,8617541,3,3,1179680,0,8543811,8617539,8617541,8635973,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,106,1,1,0,0,8543811,8543810,8543810,1,8543811,8562245,8562245,8562245,1,1,294944,0,8543811,8562243,8562245,8566853,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,107,2,2,0,0,8543811,8543810,8543810,1,8617541,8635975,8635975,8635975,3,3,294944,0,8617539,8635971,8635975,8640583,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,108,3,3,0,0,8640584,8640583,8640583,1,8640584,8706122,8706122,8706122,1,1,1048608,0,8640584,8706120,8706122,8722506,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,109,3,0,1,0,8722506,8640583,8640583,81923,8722506,8730700,8730700,8738989,1,0,131104,132624,8722506,8730698,8738989,8741037,0,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,110,0,0,0,0,8741038,8741037,8741037,1,8741038,8814768,8814768,8814768,3,3,1179680,0,8741038,8814766,8814768,8833200,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,117,1,1,0,0,8741038,8741037,8741037,1,8741038,8814768,8814768,8814768,1,1,1179680,0,8741038,8814766,8814768,8833200,1,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,111,0,0,0,0,8833200,8741037,8741037,92163,8833200,8906930,8906930,8906930,3,3,1179680,0,8833200,8906928,8906930,8925362,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,118,1,1,0,0,8833200,8741037,8741037,92163,8833200,8906930,8906930,8906930,1,1,1179680,0,8833200,8906928,8906930,8925362,1,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,116,0,2,1,0,8833200,8741037,8741037,92163,8906930,8962228,8962228,9017789,3,2,884768,888976,8906928,8962224,9017789,9031613,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,123,1,3,1,0,8833200,8741037,8741037,92163,8906930,8962228,8962228,9017789,1,3,884768,888976,8906928,8962224,9017789,9031613,1,1
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,112,0,0,0,0,8925362,8741037,8741037,184325,9017789,9091519,9091519,9091519,3,3,1179680,0,8962224,9035952,9091519,9109951,2,3
varp.k26.scheduler-event.v2,analytical-model,S3,gemma3_1b_dependency_aware_tiles,0,119,1,1,0,0,8925362,8741037,8741037,184325,8962228,9035958,9035958,9035958,1,1,1179680,0,8962224,9035952,9035958,9054390,1,1
