node_index,node_name,domain,op_type,layer,operator_category,projection_class,K,N,dtype,weight_initializer,source_weight_bytes,activation_bytes,output_bytes,reuse,external_data_file,external_data_offset,estimated_memory_address,candidate_cluster,candidate_channel,candidate_bundle,evidence_type
597,/model/layers.1/self_attn/Constant_30,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
598,/model/layers.1/self_attn/Gather_6,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
599,/model/layers.1/self_attn/Shape_7,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
600,/model/layers.1/self_attn/Constant_31,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
601,/model/layers.1/self_attn/Gather_7,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
602,/model/layers.1/self_attn/Constant_32,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
603,/model/layers.1/self_attn/Unsqueeze_10,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
604,/model/layers.1/self_attn/Constant_33,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
605,/model/layers.1/self_attn/Unsqueeze_11,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
606,/model/layers.1/self_attn/Constant_34,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
607,/model/layers.1/self_attn/Unsqueeze_12,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
608,/model/layers.1/self_attn/Constant_35,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
609,/model/layers.1/self_attn/Constant_36,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
610,/model/layers.1/self_attn/Unsqueeze_13,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
611,/model/layers.1/self_attn/Constant_37,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
612,/model/layers.1/self_attn/Unsqueeze_14,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
613,/model/layers.1/self_attn/Concat_7,,Concat,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
614,/model/layers.1/self_attn/Constant_38,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
615,/model/layers.1/self_attn/Reshape_3,,Reshape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
616,/model/layers.1/self_attn/Shape_8,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
617,/model/layers.1/self_attn/ConstantOfShape,,ConstantOfShape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
618,/model/layers.1/self_attn/Constant_39,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
619,/model/layers.1/self_attn/Mul_4,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
620,/model/layers.1/self_attn/Equal,,Equal,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
621,/model/layers.1/self_attn/Where,,Where,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
622,/model/layers.1/self_attn/Expand,,Expand,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
623,/model/layers.1/self_attn/Constant_40,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
624,/model/layers.1/self_attn/Mul_5,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
625,Constant_3363,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
626,/model/layers.1/self_attn/Unsqueeze_15,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
627,Constant_3365,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
628,/model/layers.1/self_attn/Unsqueeze_16,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
629,Constant_3367,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
630,/model/layers.1/self_attn/Unsqueeze_17,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
631,Constant_3369,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
632,/model/layers.1/self_attn/Unsqueeze_18,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
633,/model/layers.1/self_attn/Concat_8,,Concat,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
634,/model/layers.1/self_attn/Reshape_4,,Reshape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
635,/model/layers.1/self_attn/Shape_9,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
636,/model/layers.1/self_attn/Constant_41,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
637,/model/layers.1/self_attn/Gather_8,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
638,/model/layers.1/self_attn/Shape_10,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
639,/model/layers.1/self_attn/Constant_42,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
640,/model/layers.1/self_attn/Gather_9,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
641,/model/layers.1/self_attn/Shape_11,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
642,/model/layers.1/self_attn/Constant_43,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
643,/model/layers.1/self_attn/Gather_10,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
644,/model/layers.1/self_attn/Shape_12,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
645,/model/layers.1/self_attn/Constant_44,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
646,/model/layers.1/self_attn/Gather_11,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
647,/model/layers.1/self_attn/Constant_45,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
648,/model/layers.1/self_attn/Unsqueeze_19,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
649,/model/layers.1/self_attn/Constant_46,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
650,/model/layers.1/self_attn/Unsqueeze_20,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
651,/model/layers.1/self_attn/Constant_47,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
652,/model/layers.1/self_attn/Unsqueeze_21,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
653,/model/layers.1/self_attn/Constant_48,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
654,/model/layers.1/self_attn/Constant_49,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
655,/model/layers.1/self_attn/Unsqueeze_22,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
656,/model/layers.1/self_attn/Constant_50,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
657,/model/layers.1/self_attn/Unsqueeze_23,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
658,/model/layers.1/self_attn/Concat_9,,Concat,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
659,/model/layers.1/self_attn/Constant_51,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
660,/model/layers.1/self_attn/Reshape_5,,Reshape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
661,/model/layers.1/self_attn/Shape_13,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
662,/model/layers.1/self_attn/ConstantOfShape_1,,ConstantOfShape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
663,/model/layers.1/self_attn/Constant_52,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
664,/model/layers.1/self_attn/Mul_6,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
665,/model/layers.1/self_attn/Equal_1,,Equal,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
666,/model/layers.1/self_attn/Where_1,,Where,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
667,/model/layers.1/self_attn/Expand_1,,Expand,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
668,/model/layers.1/self_attn/Constant_53,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
669,/model/layers.1/self_attn/Mul_7,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
670,Constant_3408,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
671,/model/layers.1/self_attn/Unsqueeze_24,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
672,Constant_3410,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
673,/model/layers.1/self_attn/Unsqueeze_25,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
674,Constant_3412,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
675,/model/layers.1/self_attn/Unsqueeze_26,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
676,Constant_3414,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
677,/model/layers.1/self_attn/Unsqueeze_27,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
678,/model/layers.1/self_attn/Concat_10,,Concat,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
679,/model/layers.1/self_attn/Reshape_6,,Reshape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
680,/model/layers.1/self_attn/Shape_14,,Shape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
681,/model/layers.1/self_attn/Constant_54,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
682,/model/layers.1/self_attn/Gather_12,,Gather,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
683,/model/layers.1/self_attn/Constant_55,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
684,/model/layers.1/self_attn/Constant_56,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
685,/model/layers.1/self_attn/Constant_57,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
686,/model/layers.1/self_attn/Unsqueeze_28,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
687,/model/layers.1/self_attn/Constant_58,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
688,/model/layers.1/self_attn/Slice_4,,Slice,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
689,/model/layers.1/self_attn/Transpose_3,,Transpose,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
690,/model/layers.1/self_attn/Constant_59,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
691,/model/layers.1/self_attn/Mul_8,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
692,/model/layers.1/self_attn/Constant_60,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
693,/model/layers.1/self_attn/Mul_9,,Mul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
694,/model/layers.1/self_attn/MatMul,,MatMul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
695,/model/layers.1/self_attn/Constant_61,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
696,/model/layers.1/self_attn/Constant_62,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
697,/model/layers.1/self_attn/Where_2,,Where,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
698,/model/layers.1/self_attn/Add_2,,Add,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
699,/model/layers.1/self_attn/Softmax,,Softmax,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
700,/model/layers.1/self_attn/IsNaN,,IsNaN,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
701,/model/layers.1/self_attn/Constant_63,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
702,/model/layers.1/self_attn/Where_3,,Where,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
703,/model/layers.1/self_attn/MatMul_1,,MatMul,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
704,/model/layers.1/self_attn/Transpose_4,,Transpose,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
705,Constant_3443,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
706,/model/layers.1/self_attn/Unsqueeze_29,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
707,Constant_3445,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
708,/model/layers.1/self_attn/Unsqueeze_30,,Unsqueeze,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
709,/model/layers.1/self_attn/Constant_64,,Constant,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
710,/model/layers.1/self_attn/Concat_11,,Concat,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
711,/model/layers.1/self_attn/Reshape_7,,Reshape,1,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
712,/model/layers.1/self_attn/o_proj/MatMul,,MatMul,1,attention_projection,o_proj,1024,1152,float,onnx::MatMul_9668,4718592,4096,4608,once_per_decode_token,model.onnx_data,1322412544,1322412544,3,3,1,graph-derived
713,/model/layers.1/post_attention_layernorm/Cast,,Cast,1,other,,,,,,,,,,,,,,,,graph-derived
714,/model/layers.1/post_attention_layernorm/Constant,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
715,/model/layers.1/post_attention_layernorm/Pow,,Pow,1,other,,,,,,,,,,,,,,,,graph-derived
716,/model/layers.1/post_attention_layernorm/ReduceMean,,ReduceMean,1,other,,,,,,,,,,,,,,,,graph-derived
717,/model/layers.1/post_attention_layernorm/Constant_1,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
718,/model/layers.1/post_attention_layernorm/Add,,Add,1,other,,,,,,,,,,,,,,,,graph-derived
719,/model/layers.1/post_attention_layernorm/Sqrt,,Sqrt,1,other,,,,,,,,,,,,,,,,graph-derived
720,/model/layers.1/post_attention_layernorm/Constant_2,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
721,/model/layers.1/post_attention_layernorm/Div,,Div,1,other,,,,,,,,,,,,,,,,graph-derived
722,/model/layers.1/post_attention_layernorm/Mul,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
723,/model/layers.1/post_attention_layernorm/Mul_1,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
724,/model/layers.1/Add,,Add,1,other,,,,,,,,,,,,,,,,graph-derived
725,/model/layers.1/pre_feedforward_layernorm/Cast,,Cast,1,other,,,,,,,,,,,,,,,,graph-derived
726,/model/layers.1/pre_feedforward_layernorm/Constant,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
727,/model/layers.1/pre_feedforward_layernorm/Pow,,Pow,1,other,,,,,,,,,,,,,,,,graph-derived
728,/model/layers.1/pre_feedforward_layernorm/ReduceMean,,ReduceMean,1,other,,,,,,,,,,,,,,,,graph-derived
729,/model/layers.1/pre_feedforward_layernorm/Constant_1,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
730,/model/layers.1/pre_feedforward_layernorm/Add,,Add,1,other,,,,,,,,,,,,,,,,graph-derived
731,/model/layers.1/pre_feedforward_layernorm/Sqrt,,Sqrt,1,other,,,,,,,,,,,,,,,,graph-derived
732,/model/layers.1/pre_feedforward_layernorm/Constant_2,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
733,/model/layers.1/pre_feedforward_layernorm/Div,,Div,1,other,,,,,,,,,,,,,,,,graph-derived
734,/model/layers.1/pre_feedforward_layernorm/Mul,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
735,/model/layers.1/pre_feedforward_layernorm/Mul_1,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
736,/model/layers.1/mlp/gate_proj/MatMul,,MatMul,1,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_9673,31850496,4608,27648,once_per_decode_token,model.onnx_data,1327140352,1327140352,0,0,3,graph-derived
737,/model/layers.1/mlp/act_fn/Mul,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
738,/model/layers.1/mlp/act_fn/Mul_1,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
739,/model/layers.1/mlp/act_fn/Constant,,Constant,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
740,/model/layers.1/mlp/act_fn/Mul_2,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
741,/model/layers.1/mlp/act_fn/Add,,Add,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
742,/model/layers.1/mlp/act_fn/Constant_1,,Constant,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
743,/model/layers.1/mlp/act_fn/Mul_3,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
744,/model/layers.1/mlp/act_fn/Tanh,,Tanh,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
745,/model/layers.1/mlp/act_fn/Constant_2,,Constant,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
746,/model/layers.1/mlp/act_fn/Add_1,,Add,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
747,/model/layers.1/mlp/act_fn/Mul_4,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
748,/model/layers.1/mlp/act_fn/Constant_3,,Constant,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
749,/model/layers.1/mlp/act_fn/Mul_5,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
750,/model/layers.1/mlp/up_proj/MatMul,,MatMul,1,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_9674,31850496,4608,27648,once_per_decode_token,model.onnx_data,1358990848,1358990848,1,0,1,graph-derived
751,/model/layers.1/mlp/Mul,,Mul,1,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
752,/model/layers.1/mlp/down_proj/MatMul,,MatMul,1,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_9675,31850496,27648,4608,once_per_decode_token,model.onnx_data,1390841344,1390841344,2,3,3,graph-derived
753,/model/layers.1/post_feedforward_layernorm/Cast,,Cast,1,other,,,,,,,,,,,,,,,,graph-derived
754,/model/layers.1/post_feedforward_layernorm/Constant,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
755,/model/layers.1/post_feedforward_layernorm/Pow,,Pow,1,other,,,,,,,,,,,,,,,,graph-derived
756,/model/layers.1/post_feedforward_layernorm/ReduceMean,,ReduceMean,1,other,,,,,,,,,,,,,,,,graph-derived
757,/model/layers.1/post_feedforward_layernorm/Constant_1,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
758,/model/layers.1/post_feedforward_layernorm/Add,,Add,1,other,,,,,,,,,,,,,,,,graph-derived
759,/model/layers.1/post_feedforward_layernorm/Sqrt,,Sqrt,1,other,,,,,,,,,,,,,,,,graph-derived
760,/model/layers.1/post_feedforward_layernorm/Constant_2,,Constant,1,other,,,,,,,,,,,,,,,,graph-derived
761,/model/layers.1/post_feedforward_layernorm/Div,,Div,1,other,,,,,,,,,,,,,,,,graph-derived
762,/model/layers.1/post_feedforward_layernorm/Mul,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
763,/model/layers.1/post_feedforward_layernorm/Mul_1,,Mul,1,other,,,,,,,,,,,,,,,,graph-derived
764,/model/layers.1/Add_1,,Add,1,other,,,,,,,,,,,,,,,,graph-derived
765,/model/layers.2/input_layernorm/Cast,,Cast,2,other,,,,,,,,,,,,,,,,graph-derived
766,/model/layers.2/input_layernorm/Constant,,Constant,2,other,,,,,,,,,,,,,,,,graph-derived
767,/model/layers.2/input_layernorm/Pow,,Pow,2,other,,,,,,,,,,,,,,,,graph-derived
768,/model/layers.2/input_layernorm/ReduceMean,,ReduceMean,2,other,,,,,,,,,,,,,,,,graph-derived
769,/model/layers.2/input_layernorm/Constant_1,,Constant,2,other,,,,,,,,,,,,,,,,graph-derived
770,/model/layers.2/input_layernorm/Add,,Add,2,other,,,,,,,,,,,,,,,,graph-derived
771,/model/layers.2/input_layernorm/Sqrt,,Sqrt,2,other,,,,,,,,,,,,,,,,graph-derived
772,/model/layers.2/input_layernorm/Constant_2,,Constant,2,other,,,,,,,,,,,,,,,,graph-derived
773,/model/layers.2/input_layernorm/Div,,Div,2,other,,,,,,,,,,,,,,,,graph-derived
774,/model/layers.2/input_layernorm/Mul,,Mul,2,other,,,,,,,,,,,,,,,,graph-derived
775,/model/layers.2/input_layernorm/Mul_1,,Mul,2,other,,,,,,,,,,,,,,,,graph-derived
776,/model/layers.2/self_attn/Shape,,Shape,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
777,/model/layers.2/self_attn/Constant,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
778,/model/layers.2/self_attn/Gather,,Gather,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
779,/model/layers.2/self_attn/Shape_1,,Shape,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
780,/model/layers.2/self_attn/Constant_1,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
781,/model/layers.2/self_attn/Gather_1,,Gather,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
782,/model/layers.2/self_attn/q_proj/MatMul,,MatMul,2,attention_projection,q_proj,1152,1024,float,onnx::MatMul_9680,4718592,4608,4096,once_per_decode_token,model.onnx_data,1422701056,1422701056,0,2,2,graph-derived
783,Constant_3521,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
784,/model/layers.2/self_attn/Unsqueeze,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
785,Constant_3523,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
786,/model/layers.2/self_attn/Unsqueeze_1,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
787,/model/layers.2/self_attn/Constant_2,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
788,/model/layers.2/self_attn/Constant_3,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
789,/model/layers.2/self_attn/Concat,,Concat,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
790,Constant_3528,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
791,/model/layers.2/self_attn/Unsqueeze_2,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
792,Constant_3530,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
793,/model/layers.2/self_attn/Unsqueeze_3,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
794,/model/layers.2/self_attn/Constant_4,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
795,/model/layers.2/self_attn/Constant_5,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
796,/model/layers.2/self_attn/Concat_1,,Concat,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
797,Constant_3535,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
798,/model/layers.2/self_attn/Unsqueeze_4,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
799,Constant_3537,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
800,/model/layers.2/self_attn/Unsqueeze_5,,Unsqueeze,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
801,/model/layers.2/self_attn/Constant_6,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
802,/model/layers.2/self_attn/Constant_7,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
803,/model/layers.2/self_attn/Concat_2,,Concat,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
804,/model/layers.2/self_attn/Reshape,,Reshape,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
805,/model/layers.2/self_attn/Transpose,,Transpose,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
806,/model/layers.2/self_attn/k_proj/MatMul,,MatMul,2,attention_projection,k_proj,1152,256,float,onnx::MatMul_9687,1179648,4608,1024,once_per_decode_token,model.onnx_data,1427419648,1427419648,1,0,0,graph-derived
807,/model/layers.2/self_attn/Reshape_1,,Reshape,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
808,/model/layers.2/self_attn/Transpose_1,,Transpose,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
809,/model/layers.2/self_attn/v_proj/MatMul,,MatMul,2,attention_projection,v_proj,1152,256,float,onnx::MatMul_9688,1179648,4608,1024,once_per_decode_token,model.onnx_data,1428599296,1428599296,2,2,2,graph-derived
810,/model/layers.2/self_attn/Reshape_2,,Reshape,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
811,/model/layers.2/self_attn/Transpose_2,,Transpose,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
812,/model/layers.2/self_attn/q_norm/Cast,,Cast,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
813,/model/layers.2/self_attn/q_norm/Constant,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
814,/model/layers.2/self_attn/q_norm/Pow,,Pow,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
815,/model/layers.2/self_attn/q_norm/ReduceMean,,ReduceMean,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
816,/model/layers.2/self_attn/q_norm/Constant_1,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
817,/model/layers.2/self_attn/q_norm/Add,,Add,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
818,/model/layers.2/self_attn/q_norm/Sqrt,,Sqrt,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
819,/model/layers.2/self_attn/q_norm/Constant_2,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
820,/model/layers.2/self_attn/q_norm/Div,,Div,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
821,/model/layers.2/self_attn/q_norm/Mul,,Mul,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
822,/model/layers.2/self_attn/q_norm/Mul_1,,Mul,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
823,/model/layers.2/self_attn/k_norm/Cast,,Cast,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
824,/model/layers.2/self_attn/k_norm/Constant,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
825,/model/layers.2/self_attn/k_norm/Pow,,Pow,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
826,/model/layers.2/self_attn/k_norm/ReduceMean,,ReduceMean,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
827,/model/layers.2/self_attn/k_norm/Constant_1,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
828,/model/layers.2/self_attn/k_norm/Add,,Add,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
829,/model/layers.2/self_attn/k_norm/Sqrt,,Sqrt,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
830,/model/layers.2/self_attn/k_norm/Constant_2,,Constant,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
831,/model/layers.2/self_attn/k_norm/Div,,Div,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
832,/model/layers.2/self_attn/k_norm/Mul,,Mul,2,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
