node_index,node_name,domain,op_type,layer,operator_category,projection_class,K,N,dtype,weight_initializer,source_weight_bytes,activation_bytes,output_bytes,reuse,external_data_file,external_data_offset,estimated_memory_address,candidate_cluster,candidate_channel,candidate_bundle,evidence_type
4361,/model/layers.14/self_attn/k_norm/Sqrt,,Sqrt,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4362,/model/layers.14/self_attn/k_norm/Constant_2,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4363,/model/layers.14/self_attn/k_norm/Div,,Div,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4364,/model/layers.14/self_attn/k_norm/Mul,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4365,/model/layers.14/self_attn/k_norm/Mul_1,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4366,/model/layers.14/self_attn/Mul,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4367,/model/layers.14/self_attn/Shape_2,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4368,/model/layers.14/self_attn/Constant_8,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4369,/model/layers.14/self_attn/Gather_2,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4370,/model/layers.14/self_attn/Constant_9,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4371,/model/layers.14/self_attn/Div,,Div,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4372,/model/layers.14/self_attn/Cast,,Cast,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4373,/model/layers.14/self_attn/Cast_1,,Cast,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4374,/model/layers.14/self_attn/Constant_10,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4375,/model/layers.14/self_attn/Constant_11,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4376,/model/layers.14/self_attn/Constant_12,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4377,/model/layers.14/self_attn/Unsqueeze_6,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4378,/model/layers.14/self_attn/Constant_13,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4379,/model/layers.14/self_attn/Slice,,Slice,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4380,/model/layers.14/self_attn/Constant_14,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4381,/model/layers.14/self_attn/Constant_15,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4382,/model/layers.14/self_attn/Unsqueeze_7,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4383,/model/layers.14/self_attn/Constant_16,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4384,/model/layers.14/self_attn/Constant_17,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4385,/model/layers.14/self_attn/Slice_1,,Slice,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4386,/model/layers.14/self_attn/Neg,,Neg,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4387,/model/layers.14/self_attn/Concat_3,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4388,/model/layers.14/self_attn/Mul_1,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4389,/model/layers.14/self_attn/Add,,Add,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4390,/model/layers.14/self_attn/Mul_2,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4391,/model/layers.14/self_attn/Shape_3,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4392,/model/layers.14/self_attn/Constant_18,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4393,/model/layers.14/self_attn/Gather_3,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4394,/model/layers.14/self_attn/Constant_19,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4395,/model/layers.14/self_attn/Div_1,,Div,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4396,/model/layers.14/self_attn/Cast_2,,Cast,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4397,/model/layers.14/self_attn/Cast_3,,Cast,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4398,/model/layers.14/self_attn/Constant_20,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4399,/model/layers.14/self_attn/Constant_21,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4400,/model/layers.14/self_attn/Constant_22,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4401,/model/layers.14/self_attn/Unsqueeze_8,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4402,/model/layers.14/self_attn/Constant_23,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4403,/model/layers.14/self_attn/Slice_2,,Slice,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4404,/model/layers.14/self_attn/Constant_24,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4405,/model/layers.14/self_attn/Constant_25,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4406,/model/layers.14/self_attn/Unsqueeze_9,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4407,/model/layers.14/self_attn/Constant_26,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4408,/model/layers.14/self_attn/Constant_27,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4409,/model/layers.14/self_attn/Slice_3,,Slice,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4410,/model/layers.14/self_attn/Neg_1,,Neg,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4411,/model/layers.14/self_attn/Concat_4,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4412,/model/layers.14/self_attn/Mul_3,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4413,/model/layers.14/self_attn/Add_1,,Add,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4414,/model/layers.14/self_attn/Concat_5,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4415,/model/layers.14/self_attn/Concat_6,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4416,/model/layers.14/self_attn/Shape_4,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4417,/model/layers.14/self_attn/Constant_28,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4418,/model/layers.14/self_attn/Gather_4,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4419,/model/layers.14/self_attn/Shape_5,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4420,/model/layers.14/self_attn/Constant_29,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4421,/model/layers.14/self_attn/Gather_5,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4422,/model/layers.14/self_attn/Shape_6,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4423,/model/layers.14/self_attn/Constant_30,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4424,/model/layers.14/self_attn/Gather_6,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4425,/model/layers.14/self_attn/Shape_7,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4426,/model/layers.14/self_attn/Constant_31,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4427,/model/layers.14/self_attn/Gather_7,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4428,/model/layers.14/self_attn/Constant_32,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4429,/model/layers.14/self_attn/Unsqueeze_10,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4430,/model/layers.14/self_attn/Constant_33,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4431,/model/layers.14/self_attn/Unsqueeze_11,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4432,/model/layers.14/self_attn/Constant_34,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4433,/model/layers.14/self_attn/Unsqueeze_12,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4434,/model/layers.14/self_attn/Constant_35,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4435,/model/layers.14/self_attn/Constant_36,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4436,/model/layers.14/self_attn/Unsqueeze_13,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4437,/model/layers.14/self_attn/Constant_37,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4438,/model/layers.14/self_attn/Unsqueeze_14,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4439,/model/layers.14/self_attn/Concat_7,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4440,/model/layers.14/self_attn/Constant_38,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4441,/model/layers.14/self_attn/Reshape_3,,Reshape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4442,/model/layers.14/self_attn/Shape_8,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4443,/model/layers.14/self_attn/ConstantOfShape,,ConstantOfShape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4444,/model/layers.14/self_attn/Constant_39,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4445,/model/layers.14/self_attn/Mul_4,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4446,/model/layers.14/self_attn/Equal,,Equal,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4447,/model/layers.14/self_attn/Where,,Where,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4448,/model/layers.14/self_attn/Expand,,Expand,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4449,/model/layers.14/self_attn/Constant_40,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4450,/model/layers.14/self_attn/Mul_5,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4451,Constant_7189,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4452,/model/layers.14/self_attn/Unsqueeze_15,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4453,Constant_7191,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4454,/model/layers.14/self_attn/Unsqueeze_16,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4455,Constant_7193,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4456,/model/layers.14/self_attn/Unsqueeze_17,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4457,Constant_7195,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4458,/model/layers.14/self_attn/Unsqueeze_18,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4459,/model/layers.14/self_attn/Concat_8,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4460,/model/layers.14/self_attn/Reshape_4,,Reshape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4461,/model/layers.14/self_attn/Shape_9,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4462,/model/layers.14/self_attn/Constant_41,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4463,/model/layers.14/self_attn/Gather_8,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4464,/model/layers.14/self_attn/Shape_10,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4465,/model/layers.14/self_attn/Constant_42,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4466,/model/layers.14/self_attn/Gather_9,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4467,/model/layers.14/self_attn/Shape_11,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4468,/model/layers.14/self_attn/Constant_43,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4469,/model/layers.14/self_attn/Gather_10,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4470,/model/layers.14/self_attn/Shape_12,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4471,/model/layers.14/self_attn/Constant_44,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4472,/model/layers.14/self_attn/Gather_11,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4473,/model/layers.14/self_attn/Constant_45,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4474,/model/layers.14/self_attn/Unsqueeze_19,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4475,/model/layers.14/self_attn/Constant_46,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4476,/model/layers.14/self_attn/Unsqueeze_20,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4477,/model/layers.14/self_attn/Constant_47,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4478,/model/layers.14/self_attn/Unsqueeze_21,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4479,/model/layers.14/self_attn/Constant_48,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4480,/model/layers.14/self_attn/Constant_49,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4481,/model/layers.14/self_attn/Unsqueeze_22,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4482,/model/layers.14/self_attn/Constant_50,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4483,/model/layers.14/self_attn/Unsqueeze_23,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4484,/model/layers.14/self_attn/Concat_9,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4485,/model/layers.14/self_attn/Constant_51,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4486,/model/layers.14/self_attn/Reshape_5,,Reshape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4487,/model/layers.14/self_attn/Shape_13,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4488,/model/layers.14/self_attn/ConstantOfShape_1,,ConstantOfShape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4489,/model/layers.14/self_attn/Constant_52,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4490,/model/layers.14/self_attn/Mul_6,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4491,/model/layers.14/self_attn/Equal_1,,Equal,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4492,/model/layers.14/self_attn/Where_1,,Where,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4493,/model/layers.14/self_attn/Expand_1,,Expand,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4494,/model/layers.14/self_attn/Constant_53,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4495,/model/layers.14/self_attn/Mul_7,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4496,Constant_7234,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4497,/model/layers.14/self_attn/Unsqueeze_24,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4498,Constant_7236,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4499,/model/layers.14/self_attn/Unsqueeze_25,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4500,Constant_7238,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4501,/model/layers.14/self_attn/Unsqueeze_26,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4502,Constant_7240,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4503,/model/layers.14/self_attn/Unsqueeze_27,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4504,/model/layers.14/self_attn/Concat_10,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4505,/model/layers.14/self_attn/Reshape_6,,Reshape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4506,/model/layers.14/self_attn/Shape_14,,Shape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4507,/model/layers.14/self_attn/Constant_54,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4508,/model/layers.14/self_attn/Gather_12,,Gather,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4509,/model/layers.14/self_attn/Constant_55,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4510,/model/layers.14/self_attn/Constant_56,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4511,/model/layers.14/self_attn/Constant_57,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4512,/model/layers.14/self_attn/Unsqueeze_28,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4513,/model/layers.14/self_attn/Constant_58,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4514,/model/layers.14/self_attn/Slice_4,,Slice,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4515,/model/layers.14/self_attn/Transpose_3,,Transpose,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4516,/model/layers.14/self_attn/Constant_59,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4517,/model/layers.14/self_attn/Mul_8,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4518,/model/layers.14/self_attn/Constant_60,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4519,/model/layers.14/self_attn/Mul_9,,Mul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4520,/model/layers.14/self_attn/MatMul,,MatMul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4521,/model/layers.14/self_attn/Constant_61,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4522,/model/layers.14/self_attn/Constant_62,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4523,/model/layers.14/self_attn/Where_2,,Where,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4524,/model/layers.14/self_attn/Add_2,,Add,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4525,/model/layers.14/self_attn/Softmax,,Softmax,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4526,/model/layers.14/self_attn/IsNaN,,IsNaN,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4527,/model/layers.14/self_attn/Constant_63,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4528,/model/layers.14/self_attn/Where_3,,Where,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4529,/model/layers.14/self_attn/MatMul_1,,MatMul,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4530,/model/layers.14/self_attn/Transpose_4,,Transpose,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4531,Constant_7269,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4532,/model/layers.14/self_attn/Unsqueeze_29,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4533,Constant_7271,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
4534,/model/layers.14/self_attn/Unsqueeze_30,,Unsqueeze,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4535,/model/layers.14/self_attn/Constant_64,,Constant,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4536,/model/layers.14/self_attn/Concat_11,,Concat,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4537,/model/layers.14/self_attn/Reshape_7,,Reshape,14,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
4538,/model/layers.14/self_attn/o_proj/MatMul,,MatMul,14,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10279,4718592,4096,4608,once_per_decode_token,model.onnx_data,2718202368,2718202368,3,1,0,graph-derived
4539,/model/layers.14/post_attention_layernorm/Cast,,Cast,14,other,,,,,,,,,,,,,,,,graph-derived
4540,/model/layers.14/post_attention_layernorm/Constant,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4541,/model/layers.14/post_attention_layernorm/Pow,,Pow,14,other,,,,,,,,,,,,,,,,graph-derived
4542,/model/layers.14/post_attention_layernorm/ReduceMean,,ReduceMean,14,other,,,,,,,,,,,,,,,,graph-derived
4543,/model/layers.14/post_attention_layernorm/Constant_1,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4544,/model/layers.14/post_attention_layernorm/Add,,Add,14,other,,,,,,,,,,,,,,,,graph-derived
4545,/model/layers.14/post_attention_layernorm/Sqrt,,Sqrt,14,other,,,,,,,,,,,,,,,,graph-derived
4546,/model/layers.14/post_attention_layernorm/Constant_2,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4547,/model/layers.14/post_attention_layernorm/Div,,Div,14,other,,,,,,,,,,,,,,,,graph-derived
4548,/model/layers.14/post_attention_layernorm/Mul,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4549,/model/layers.14/post_attention_layernorm/Mul_1,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4550,/model/layers.14/Add,,Add,14,other,,,,,,,,,,,,,,,,graph-derived
4551,/model/layers.14/pre_feedforward_layernorm/Cast,,Cast,14,other,,,,,,,,,,,,,,,,graph-derived
4552,/model/layers.14/pre_feedforward_layernorm/Constant,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4553,/model/layers.14/pre_feedforward_layernorm/Pow,,Pow,14,other,,,,,,,,,,,,,,,,graph-derived
4554,/model/layers.14/pre_feedforward_layernorm/ReduceMean,,ReduceMean,14,other,,,,,,,,,,,,,,,,graph-derived
4555,/model/layers.14/pre_feedforward_layernorm/Constant_1,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4556,/model/layers.14/pre_feedforward_layernorm/Add,,Add,14,other,,,,,,,,,,,,,,,,graph-derived
4557,/model/layers.14/pre_feedforward_layernorm/Sqrt,,Sqrt,14,other,,,,,,,,,,,,,,,,graph-derived
4558,/model/layers.14/pre_feedforward_layernorm/Constant_2,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4559,/model/layers.14/pre_feedforward_layernorm/Div,,Div,14,other,,,,,,,,,,,,,,,,graph-derived
4560,/model/layers.14/pre_feedforward_layernorm/Mul,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4561,/model/layers.14/pre_feedforward_layernorm/Mul_1,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4562,/model/layers.14/mlp/gate_proj/MatMul,,MatMul,14,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10284,31850496,4608,27648,once_per_decode_token,model.onnx_data,2722930176,2722930176,0,2,2,graph-derived
4563,/model/layers.14/mlp/act_fn/Mul,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4564,/model/layers.14/mlp/act_fn/Mul_1,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4565,/model/layers.14/mlp/act_fn/Constant,,Constant,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4566,/model/layers.14/mlp/act_fn/Mul_2,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4567,/model/layers.14/mlp/act_fn/Add,,Add,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4568,/model/layers.14/mlp/act_fn/Constant_1,,Constant,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4569,/model/layers.14/mlp/act_fn/Mul_3,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4570,/model/layers.14/mlp/act_fn/Tanh,,Tanh,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4571,/model/layers.14/mlp/act_fn/Constant_2,,Constant,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4572,/model/layers.14/mlp/act_fn/Add_1,,Add,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4573,/model/layers.14/mlp/act_fn/Mul_4,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4574,/model/layers.14/mlp/act_fn/Constant_3,,Constant,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4575,/model/layers.14/mlp/act_fn/Mul_5,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4576,/model/layers.14/mlp/up_proj/MatMul,,MatMul,14,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10285,31850496,4608,27648,once_per_decode_token,model.onnx_data,2754780672,2754780672,1,2,0,graph-derived
4577,/model/layers.14/mlp/Mul,,Mul,14,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
4578,/model/layers.14/mlp/down_proj/MatMul,,MatMul,14,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10286,31850496,27648,4608,once_per_decode_token,model.onnx_data,2786631168,2786631168,2,1,2,graph-derived
4579,/model/layers.14/post_feedforward_layernorm/Cast,,Cast,14,other,,,,,,,,,,,,,,,,graph-derived
4580,/model/layers.14/post_feedforward_layernorm/Constant,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4581,/model/layers.14/post_feedforward_layernorm/Pow,,Pow,14,other,,,,,,,,,,,,,,,,graph-derived
4582,/model/layers.14/post_feedforward_layernorm/ReduceMean,,ReduceMean,14,other,,,,,,,,,,,,,,,,graph-derived
4583,/model/layers.14/post_feedforward_layernorm/Constant_1,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4584,/model/layers.14/post_feedforward_layernorm/Add,,Add,14,other,,,,,,,,,,,,,,,,graph-derived
4585,/model/layers.14/post_feedforward_layernorm/Sqrt,,Sqrt,14,other,,,,,,,,,,,,,,,,graph-derived
4586,/model/layers.14/post_feedforward_layernorm/Constant_2,,Constant,14,other,,,,,,,,,,,,,,,,graph-derived
4587,/model/layers.14/post_feedforward_layernorm/Div,,Div,14,other,,,,,,,,,,,,,,,,graph-derived
4588,/model/layers.14/post_feedforward_layernorm/Mul,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4589,/model/layers.14/post_feedforward_layernorm/Mul_1,,Mul,14,other,,,,,,,,,,,,,,,,graph-derived
4590,/model/layers.14/Add_1,,Add,14,other,,,,,,,,,,,,,,,,graph-derived
4591,/model/layers.15/input_layernorm/Cast,,Cast,15,other,,,,,,,,,,,,,,,,graph-derived
4592,/model/layers.15/input_layernorm/Constant,,Constant,15,other,,,,,,,,,,,,,,,,graph-derived
4593,/model/layers.15/input_layernorm/Pow,,Pow,15,other,,,,,,,,,,,,,,,,graph-derived
4594,/model/layers.15/input_layernorm/ReduceMean,,ReduceMean,15,other,,,,,,,,,,,,,,,,graph-derived
