schema_version,evidence_type,scheduler,workload,seed,process_repetition,clusters,channels,bundles,link_width_bits,service_overlap_mode,jobs,ledger_sha256,completed_jobs,total_completion_cycles,throughput_jobs_per_kcycle,mean_tile_latency_cycles,p50_tile_latency_cycles,p95_tile_latency_cycles,p99_tile_latency_cycles,cluster_utilization_mean,cluster_compute_utilization_mean,cluster_reservation_occupancy_mean,cluster_idle_cycles,cluster_compute_idle_cycles,queue_wait_mean_cycles,max_queue_depth,queue_imbalance,ingress_backlog_final,steal_attempts,successful_steals,steal_success_rate,remote_weight_bytes,activation_retransmission_bytes,partial_sum_traffic_bytes,link_bundle_utilization_mean,ddr_channel_utilization_mean,request_serializer_wait,request_credit_wait,request_cdc_wait,outstanding_table_full_wait,response_serializer_wait,response_cdc_wait,consumer_fifo_full_wait,bundle_contention_wait,memory_command_wait,central_queue_control_cycles,oracle_resource_lower_bound_cycles,oracle_schedule_kind,starvation_ratio,completion_reordered,timed_out,correctness,input_job_id_count,completed_job_id_count,duplicate_completion_count,subset
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,19,0,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,19,1,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,19,2,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,23,0,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,23,1,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,23,2,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,29,0,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,29,1,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,29,2,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,31,0,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,31,1,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,31,2,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,43,0,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,43,1,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0,balanced,43,2,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,908,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,19,0,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,19,1,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,19,2,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,23,0,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,23,1,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,23,2,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,29,0,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,29,1,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,29,2,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,31,0,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,31,1,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,31,2,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,43,0,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,43,1,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S0-physical,balanced,43,2,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,24256,41.226912928759894,11177.5,11177.5,21190.0,22080.0,0.16490765171503957,0.16490765171503957,0.9997526385224275,24,81024,11080.5,916,0,0,0,0,0.0,0,0,0,0.762697889182058,0.6596306068601583,73000,7000,1000,0,3000,1000,0,7000,7000,7000,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,19,0,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,19,1,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,19,2,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,23,0,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,23,1,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,23,2,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,29,0,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,29,1,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,29,2,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,31,0,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,31,1,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,31,2,4,4,4,128,full,1000,cd3f521675aff4322533f96e9026c5948ee0a9a64d1a147aa061f0f7db06e3c1,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,43,0,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,43,1,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S1,balanced,43,2,4,4,4,128,full,1000,1411b90cdb382c69a501b65d8948d131584b1e96615289bdb4dbc43455003239,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,0,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,19,0,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,19,1,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,19,2,4,4,4,128,full,1000,a63dd4d860710e6950be738734589af6ed6822b5ba0e64b0ed39fd8a3945c0d8,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,23,0,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,23,1,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,23,2,4,4,4,128,full,1000,08ef8249ffb9669c5f08c92c0671b5d27f3a407166358c086812382d92cdeb71,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,29,0,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
varp.k26.scheduler-model.v1,analytical-model,S2,balanced,29,1,4,4,4,128,full,1000,5927ccc39476fbb1d27eb6b566d3f1ed132f7f7d355a69c2903fcd9eb2595da2,1000,22506,44.43259575224385,10299,10299.0,19524.0,20344.0,0.1777303830089754,0.1777303830089754,0.9997334044254865,24,74024,10209,227,0,0,16,0,0.0,0,0,0,0.8220030214165112,0.7109215320359016,73000,0,1000,0,3000,1000,0,0,0,0,18500,not-applicable,0.0,False,False,True,1000,1000,0,scheduler
